,BRAND,PRODUCT_NAME,PRICE,RETURN/EXCHANGE,EXPECTED_DELIVERY,AVAILABILITY,PRODUCT_LINK
85,JUAREZ,"JUAREZ Arpeggio 41 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Blue Sunburst","₹5,737.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/JUAREZ-Arpeggio-Acoustic-Rosewood-Fretboard/dp/B08LBH5DB8/ref=sr_1_68?keywords=guitar&qid=1664042204&sr=8-68
86,Kadence,Kadence 39” Classical Guitar Nylon Strings Acoustic Guitar with Truss Rod for Beginner Professional With Bag (KCL01),"₹5,399.00",7 Days Replacement,"Friday, 30 September",In stock.,https://www.amazon.in/Kadence-Classical-Acoustic-Beginner-Professional/dp/B09M3J192L/ref=sr_1_69?keywords=guitar&qid=1664042204&sr=8-69
87,YAMAHA,Yamaha PACIFICA012 Electric Guitar - Black,"₹15,990.00",7 Days Replacement,"Saturday, 1 October",In stock.,https://www.amazon.in/Yamaha-Pacifica-PAC012-Electric-Guitar/dp/B00123DQT6/ref=sr_1_70?keywords=guitar&qid=1664042204&sr=8-70
88,YAMAHA,"Yamaha Electric-Acoustic Guitar FX280 Dreadnought With Mexa Sponge Guitar Bag, Belt,Plectrums & String Set.","₹12,390.00",7 Days Replacement,"Thursday, 29 September",Only 1 left in stock.,https://www.amazon.in/Yamaha-Electric-Acoustic-FX280-Dreadnought-Plectrums/dp/B09HSHNR6R/ref=sr_1_71?keywords=guitar&qid=1664042204&sr=8-71
89,PRS Guitars,"PRS Guitars Electric Guitar, SE Standard 24, 2021 Series -Translucent Blue ST4TB","₹57,439.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/PRS-Guitars-Electric-Translucent-ST4TB/dp/B08X4N81YS/ref=sr_1_72?keywords=guitar&qid=1664042204&sr=8-72
90,Fender,Fender CD60s Dreadnought Acoustic Guitar (Mahagony),"₹18,989.00",7 Days Replacement,"Thursday, 29 September",,https://www.amazon.in/Fender-961702021-Dreadnought-Acoustic-Multicolor/dp/B01N4RWSX1/ref=sr_1_73?keywords=guitar&qid=1664042204&smid=A1WYWER0W24N8S&sr=8-73
91,Martin Smith,Martin Smith W-101-N-PK Acoustic Guitar Super Kit with Stand (Natural),"₹6,098.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Martin-Smith-W-101-N-PK-Acoustic-Natural/dp/B00UOUK4IE/ref=sr_1_74?keywords=guitar&qid=1664042204&sr=8-74
92,YAMAHA,"Yamaha PACIFICA012 Electric Guitar, Red Metallic","₹15,580.00",7 Days Replacement,October 1 - 4,Only 1 left in stock.,https://www.amazon.in/Yamaha-PAC012-Electric-Guitar-Metallic/dp/B000MLY7XS/ref=sr_1_75?keywords=guitar&qid=1664042204&sr=8-75
93,Fender,Fender Classic Design CD-60S Dreadnought Acoustic Guitar (Black),"₹17,957.88",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Fender-Classic-Design-Dreadnought-Acoustic/dp/B07HYS18LJ/ref=sr_1_76?keywords=guitar&qid=1664042204&sr=8-76
94,YAMAHA,"YAMAHA F310, 6-Strings Rose Wood Acoustic Guitar, Natural","₹10,990.00",7 Days Replacement,"Thursday, 29 September",Only 1 left in stock.,https://www.amazon.in/Yamaha-F310-6-Strings-Acoustic-Natural/dp/B000RVYW7E/ref=sr_1_77?keywords=guitar&qid=1664042204&sr=8-77
95,Kadence,"Kadence Guitar Acoustica Series, 41” Jumbo Size 6-strings Acoustic Guitar, Spruce body with Pick Guard A311 with bag","₹6,499.00",7 Days Replacement,"Friday, 30 September",In stock.,https://www.amazon.in/Kadence-6-strings-Acoustic-Guitar-Natural/dp/B07JKYWGJN/ref=sr_1_78?keywords=guitar&qid=1664042204&sr=8-78
96,JUAREZ,"JUAREZ Fiésta 41 Inch Acoustic Guitar Cutaway with Dual Action Truss Rod, 21 Frets Rosewood Fretboard & Bridge, Padded 5mm Cotton Bag, Cotton Strap, 2 Picks, Allen Key, Extra String Set, 3TS Sunburst","₹3,799.00",7 Days Replacement,"Wednesday, 5 October",In stock.,https://www.amazon.in/JUAREZ-Acoustic-Rosewood-Fretboard-3TS/dp/B08GZXNSBG/ref=sr_1_79?keywords=guitar&qid=1664042204&sr=8-79
97,JUAREZ,"Juarez Arpéggio 104.14 cm (41 Inch) Semi-Acoustic Guitar Kit, Thin Line Body, Spruce Top, with 4 Band EQ, High Gloss Black","₹6,317.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Juarez-Arp%C3%A9ggio-Semi-Acoustic-Guitar-Spruce/dp/B08KHR4BJZ/ref=sr_1_80?keywords=guitar&qid=1664042204&sr=8-80
98,Intern,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, Best tonal stability with professional sound amplificaiton. (Sunburst).","₹4,178.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Acoustic-stability-professional-amplificaiton-Sunburst/dp/B09YH8TVW7/ref=sr_1_81?keywords=guitar&qid=1664042204&sr=8-81
99,Medellin,"Medellin 38"" Acoustic Guitar Brown Carbon Fiber Body with FREE Online LEARNING COURSE Durable Matt finish Body for beginners with handrest, set of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand and Free GUITAR LEARNING COURSE (Special Learning Combo with Guitar)","₹2,199.00",7 Days Replacement,"Friday, 30 September",In stock.,https://www.amazon.in/Medellin-Acoustic-LEARNING-beginners-handrest/dp/B09MSKKHJC/ref=sr_1_82?keywords=guitar&qid=1664042204&sr=8-82
100,Intern,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, Best tonal stability with professional sound amplificaiton. (Stripes)","₹5,183.19",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Acoustic-Pick-up-stability-professional-amplificaiton/dp/B09YH9BYVP/ref=sr_1_83?keywords=guitar&qid=1664042204&sr=8-83
101,Kadence,"Kadence Frontier Series, Semi Acoustic Guitar With Die Cast Keys (Bag,Strap,Strings And 3 Picks) (Brown)","₹4,769.00",7 Days Replacement,"Friday, 30 September",In stock.,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B07T48VTZ1/ref=sr_1_84?keywords=guitar&qid=1664042204&sr=8-84
102,YAMAHA,"Yamaha Acoustic Guitar F280 Dreadnought With Mexa Sponge Bag Belt,Plectrums, String Set & Guitar Stand (Natural)","₹9,180.00",7 Days Replacement,"Thursday, 29 September",Only 2 left in stock.,https://www.amazon.in/Acoustic-F280-Dreadnought-Plectrums-Natural/dp/B092TPXZRN/ref=sr_1_85?keywords=guitar&qid=1664042204&sr=8-85
103,JUAREZ,"JUAREZ JRZ38CTR/BK 38 Inch Acoustic Guitar with Dual Action Truss Rod, Bag, Picks, Allen Key, Extra String Set, Black","₹3,060.00",7 Days Replacement,"Wednesday, 5 October",In stock.,https://www.amazon.in/JUAREZ-JRZ38CTR-BK-Acoustic-Guitar/dp/B08FTZK7H8/ref=sr_1_86?keywords=guitar&qid=1664042204&sr=8-86
104,Medellin,"Medellin 40"" Acoustic Guitar +(Free Online Learning Course) - Durable Matt finish with, strings, strap, bag, 3 Picks and truss rod adjustment.","₹2,999.00",7 Days Replacement,September 26 - 30,In stock.,https://www.amazon.in/Medellin-Acoustic-Guitar-Online-Learning/dp/B0B3XDNWHH/ref=sr_1_97?keywords=guitar&qid=1664042210&sr=8-97
105,blueberry,"Blueberry R-701, 6 String Right Handed Beginner Full Size Rosewood Fret board Electric Guitar with Bag, Strap, One Set of Strings and 2 Picks","₹5,399.00",7 Days Replacement,"Thursday, 29 September",In stock.,https://www.amazon.in/Blueberry-Beginner-Rosewood-Electric-Strings/dp/B0B71VMZPG/ref=sr_1_98?keywords=guitar&qid=1664042210&sr=8-98
